"","ws_order","ws_st_url","link","link_href","load_more","load_more_href","name","location","salary","skills","query"
"436","1571582425-429","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","2 days ago
Big Data Engineer - Philadelphia

Jefferson Frank
Philadelphia
Full Time


In this role, you will act as the companies lead Big Data Engineer, where you will be responsible for designing, developing, and implementing a new Big Data Platform hosted on the AWS Cloud. You wi...
$150,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q0886XMQ0K48Z89FL?ipath=CRJR3","","","Big Data Engineer - Philadelphia","null","$150K","Information Engineering","Data Engineer"
"437","1571582359-304","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","B


12 days ago
Lead Data Engineer

Brooksource
Cincinnati
Contractor


Responsibilities: Familiarity with data management concepts -- data modeling, effectively organizing large data volumes; both structured and unstructured, data quality, data security, etc. Experien...



Easy Apply","https://www.careerbuilder.com/job/J3V75G5W1SNH0XY0JJY?ipath=CRJR24","","","Lead Data Engineer","null","$110K","Apache Oozie","Data Engineer"
"438","1571582359-299","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","B


12 days ago
Lead Data Engineer

Brooksource
Cincinnati
Contractor


Responsibilities: Familiarity with data management concepts -- data modeling, effectively organizing large data volumes; both structured and unstructured, data quality, data security, etc. Experien...



Easy Apply","https://www.careerbuilder.com/job/J3V75G5W1SNH0XY0JJY?ipath=CRJR24","","","Lead Data Engineer","null","$110K","Pyspark","Data Engineer"
"439","1571582324-214","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","5 days ago
Data Engineer

TEKsystems, Inc
Owings Mills
Full Time


This position will focus on developing on various database and data loading/transformation efforts. Initiatives could include multiple source files, files sourced both internally and externally, re...



Easy Apply","https://www.careerbuilder.com/job/J3R2796B6GGSKQ71BMZ?ipath=CRJR39","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$99K","Java (Programming Language)","Data Engineer"
"440","1571582384-331","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","6 days ago
Data Engineer II

Clayton Homes
Maryville
Full Time


We are growing and are looking for a Data Engineer II to join this dynamic team to develop advanced data infrastructure solutions that present information for decision making, sourcing data from a ...



Easy Apply","https://www.careerbuilder.com/job/J3T2HN665J1PYML9QVH?ipath=CRJR19","","","Data Engineer II","null","$97K","Extract Transform Load (Etl)","Data Engineer"
"441","1571582384-333","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","6 days ago
Data Engineer II

Clayton Homes
Maryville
Full Time


We are growing and are looking for a Data Engineer II to join this dynamic team to develop advanced data infrastructure solutions that present information for decision making, sourcing data from a ...



Easy Apply","https://www.careerbuilder.com/job/J3T2HN665J1PYML9QVH?ipath=CRJR19","","","Data Engineer II","null","$97K","Data Governance","Data Engineer"
"442","1571582317-193","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","13 days ago
Data Engineer

LMI
Washington
Full Time


LMI is currently seeking a Data Engineer within LMI’s Advanced Analytics service line to support the design and implementation of business critical data management &amp; engineering solutions. The ...","https://www.careerbuilder.com/job/J3N7HF63FV34Q5DNMZN?ipath=CRJR42","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$110K","Data Architecture","Data Engineer"
"443","1571582390-352","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","3 days ago
Big Data Engineer

TEKsystems, Inc
San Francisco
Full Time


We're partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, incl...
$90 - $100 / hour


Easy Apply","https://www.careerbuilder.com/job/J3Q4PL68JDDCT4Q5LRR?ipath=CRJR16","","","Big Data Engineer","null","$95","Apache Hadoop","Data Engineer"
"444","1571582304-158","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","19 days ago
Data Engineer (ETL - Talend)

Kelly IT Resources
San Jose
Full Time


Data Engineer
Location : San Jose, CA
Duration : 6 months
Job Duties
Create and maintain optimal data pipeline architecture
Assemble large, complex data sets that meet funct...



Easy Apply","https://www.careerbuilder.com/job/J3T5N067D2QQGDZQJ4F?ipath=CRJR48","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer (ETL - Talend)","null","$140K","Metadata","Data Engineer"
"445","1571582386-339","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","5 days ago
Data Engineer

Apex Systems
Minneapolis
Contractor


Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or r...



Easy Apply","https://www.careerbuilder.com/job/J3N41975BSGS00M00Q2?ipath=CRJR18","","","Data Engineer","Division/Department:","$100K","Engineering","Data Engineer"
"446","1571582407-393","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","1 day ago
Data Engineer

Kforce Technology
Plano
Contractor


One of Kforce's Top-Tier Financial Services client is embarking on large hiring initiative in the Plano, Texas (TX) area and is seeking a Data Engineer to add to their team.
Overview:
They are ...



Easy Apply","https://www.careerbuilder.com/job/J3P87C60FYZBQ4SPXHQ?ipath=CRJR9","","","Data Engineer","null","$100K","Big Data","Data Engineer"
"447","1571582405-387","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","1 day ago
Senior Data Engineer - Remote

Kforce Technology
New York
Full Time


We are offering a competitive package including superb medical benefits.
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for emplo...
$130,000 - $160,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3S3NS6YYV3DTCDZ3GQ?ipath=CRJR10","","","Senior Data Engineer - Remote","null","$150K","Business Intelligence Tools","Data Engineer"
"448","1571582411-399","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","1 day ago
Big Data Engineer

Kforce Technology
Talleyville
Contractor


Kforce has a client that is seeking a Big Data Engineer in Wilmington, Delaware (DE).
Summary:
Reporting to the Team Manager for DECO Data Engineering, the Data Engineer will be part of the cor...



Easy Apply","https://www.careerbuilder.com/job/J3T2KX5VTY5BNZVX7DW?ipath=CRJR8","","","Big Data Engineer","null","$130K","Data Management","Data Engineer"
"449","1571582334-244","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","10 days ago
31900 Big Data Engineer

A-Line Staffing Solutions
Smithfield
Contractor


5+ years of experience designing and developing large-scale Big Data engineering applications,
10+ Years of IT experience
Candidate Description
In-depth understanding of Hadoop Echo System ...
$50.17 - $55.17 / hour


Easy Apply","https://www.careerbuilder.com/job/JD75D46WSWQT3B166N9?ipath=CRJR34","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","31900 Big Data Engineer","null","null","Apache Hadoop","Data Engineer"
"450","1571582340-260","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","11 days ago
Data Engineer III

BioTelemetry
Rockville
Full Time


The Data Engineer III will provide technical leadership and vision to an Agile development team to maintain and refine the strategic roadmap and to refine the product backlog and to create, enhance...","https://www.careerbuilder.com/job/J3V7X375GY0PVT3NM3Y?ipath=CRJR31","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer III","null","$110K","Software Design","Data Engineer"
"451","1571582311-175","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","26 days ago
Data Engineer

Petroplan
Humble
Full Time


For more information on how Petroplan can help you, please feel free to visit our About Us page here; https://www.petroplan.com/about/ Data Engineer
Houston, TX
Permanent Role
Our client s...



Easy Apply","https://www.careerbuilder.com/job/J3V4VZ754RY87P5WMQD?ipath=CRJR45","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$99K","Engineering","Data Engineer"
"452","1571582423-421","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","5 days ago
LEAD DATA ENGINEER

The Select Group
Charlotte
Contractor


The Select Group is looking for qualified Lead Data Engineer's to join an innovative team in Charlotte, NC, right outside of uptown. This engineer will be supporting the company's rapidly expanding...



Easy Apply","https://www.careerbuilder.com/job/J3N5GB6Q9251DF4VDT4?ipath=CRJR4","","","LEAD DATA ENGINEER","null","$110K","Big Data","Data Engineer"
"453","1571582321-205","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","14 days ago
Big Data Engineer

Apex Systems
Rockville
Contractor


OVERVIEW : Apex Systems has an immediate need for a Big Data Engineer to help support several initiatives. The position is on a long term contract basis, with a competitive hourly compensation. The...



Easy Apply","https://www.careerbuilder.com/job/J3N3496CVVX1HZX1PBQ?ipath=CRJR40","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Big Data Engineer","OVERVIEW","$140K","Amazon Web Services","Data Engineer"
"454","1571582344-272","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","12 days ago
Senior Data Engineer - Philadelphia - Full Time

Jefferson Frank
Philadelphia
Full Time


Seeking a skilled Data Engineer to pair with my client's analytics company, located right outside of Philadelphia. This company is a premiere AWS Partner, and they specialize in creating analytical...
$140,000 - $160,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3N2JR6M8P2J7L6P2LS?ipath=CRJR29","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Senior Data Engineer - Philadelphia - Full Time","null","$150K","Amazon Web Services","Data Engineer"
"455","1571582330-227","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","17 days ago
Data Engineer 5

ConsultNet
Bluffdale
Contractor


This is a contract position that works with multiple departments throughout the organization to take their data and transform it into information that will allow them to make better decisions. The ...



Easy Apply","https://www.careerbuilder.com/job/J3R7KK6RSZPT5ZPBR9V?ipath=CRJR36","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer 5","null","$97K","Power Bi","Data Engineer"
"456","1571582324-209","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","5 days ago
Data Engineer

TEKsystems, Inc
Owings Mills
Full Time


This position will focus on developing on various database and data loading/transformation efforts. Initiatives could include multiple source files, files sourced both internally and externally, re...



Easy Apply","https://www.careerbuilder.com/job/J3R2796B6GGSKQ71BMZ?ipath=CRJR39","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$99K","Terraform","Data Engineer"
"457","1571582349-285","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","12 days ago
Big Data Engineer

American Cybersystems, Inc. (ACS Group)
Springfield
Full Time


The Big Data Engineer (BDE) is responsible for building the next generation of web applications and systems focusing on capability delivery to end users. The BDE is a member of a “big data&quot; te...



Easy Apply","https://www.careerbuilder.com/job/J2Y89S6W54HJQCBH0R1?ipath=CRJR27","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Big Data Engineer","null","$140K","Apache H Base","Data Engineer"
"458","1571582304-159","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","19 days ago
Data Engineer (ETL - Talend)

Kelly IT Resources
San Jose
Full Time


Data Engineer
Location : San Jose, CA
Duration : 6 months
Job Duties
Create and maintain optimal data pipeline architecture
Assemble large, complex data sets that meet funct...



Easy Apply","https://www.careerbuilder.com/job/J3T5N067D2QQGDZQJ4F?ipath=CRJR48","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer (ETL - Talend)","null","$140K","Management","Data Engineer"
"459","1571582304-160","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","19 days ago
Data Engineer (ETL - Talend)

Kelly IT Resources
San Jose
Full Time


Data Engineer
Location : San Jose, CA
Duration : 6 months
Job Duties
Create and maintain optimal data pipeline architecture
Assemble large, complex data sets that meet funct...



Easy Apply","https://www.careerbuilder.com/job/J3T5N067D2QQGDZQJ4F?ipath=CRJR48","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer (ETL - Talend)","null","$140K","Process Improvements (Computing)","Data Engineer"
